Stoichiometry,Voltage [V]
0.855085043032638,3.6117883
0.85782626884208,3.6094959
0.860567495945298,3.607089
0.863308713664302,3.6048729
0.866049944425413,3.6027718
0.86879117924957,3.6003647
0.871532410396646,3.598187
0.874273644470818,3.5958946
0.877014866583909,3.5937741
0.879756095673224,3.5914626
0.882497334493165,3.589514
0.885238562460663,3.5872025
0.887979779288605,3.5850821
0.890720996191884,3.5828853
0.893462221818637,3.5807838
0.896203471690475,3.5786827
0.898944713783559,3.5765431
0.901685930594062,3.5744035
0.90442714597535,3.5713279
0.9071683630197,3.5703919
0.90990957926442,3.5683668
0.912650794735154,3.5662272
0.915392014017403,3.5643742
0.918133223617982,3.5623112
0.920874436994978,3.5603054
0.923615650347239,3.5583568
0.926356870395999,3.5564847
0.929098078582024,3.5544598
0.931839287839663,3.5523775
0.934580499915459,3.5504673
0.937321717679137,3.5484231
0.940062941279042,3.5465891
0.942804155701301,3.5444305
0.945545365470844,3.5425012
0.948286580210452,3.5404379
0.951027798566851,3.5382984
0.953769005096532,3.5361972
0.956510211296288,3.5338473
0.95925141060183,3.5315742
0.961992598916151,3.52932
0.964733798811059,3.526722
0.967474996422543,3.5242195
0.970216194731892,3.5213158
0.97295738873036,3.5184503
0.975698580455609,3.5154128
0.978439785436998,3.5119362
0.981180987536219,3.5089977
0.983922192550907,3.5047185
0.986663390965646,3.5000765
0.989404591390067,3.4943457
0.992145788392448,3.4878123
0.994886999855269,3.4794259
0.997628197449311,3.4684989
1.0,3.4562922
