Stoichiometry,Voltage [V]
0.476000508970927,0.13652425
0.472000528182625,0.1363906
0.468000559907381,0.1354932
0.464000569495792,0.13677247
0.460000532281906,0.13541684
0.456000560319592,0.13604692
0.452000599784523,0.13585599
0.448000630816611,0.1355314
0.444000641007415,0.13675338
0.440000652811209,0.13740255
0.436000635044286,0.13793716
0.432000635726877,0.13891093
0.428000640852548,0.13558868
0.424000643323773,0.13663881
0.420000681021713,0.13723071
0.416000721170705,0.13891093
0.412000739642676,0.13900639
0.408000750805499,0.1401329
0.404000769768807,0.13957921
0.40000080175735,0.13850997
0.396000842016537,0.14082028
0.392000876190678,0.14070572
0.388000947756071,0.1416222
0.384000993279721,0.1424814
0.380001044234941,0.14303511
0.376001090110794,0.144238
0.372001120023755,0.14440984
0.36800115826846,0.14488718
0.364001232048589,0.14536451
0.360001259909328,0.14542179
0.356001338630731,0.14752206
0.35200140561412,0.14792304
0.348001451984221,0.1503479
0.344001498060727,0.15130256
0.340001570884741,0.15214267
0.336001673052157,0.15506397
0.332001741817881,0.15575133
0.328001821611078,0.15888266
0.324001885796297,0.15857716
0.320001983183313,0.16088746
0.316002030015147,0.16214764
0.31200206896589,0.16359873
0.308002120895476,0.16560355
0.304002162266382,0.16680643
0.300002187136327,0.16898309
0.296002218808529,0.17093061
0.292002231862824,0.17362279
0.288002216213774,0.17686868
0.284002193405432,0.17870164
0.28000216639401,0.1823103
0.276002116169228,0.18536524
0.272002107480916,0.18876389
0.268002065965394,0.19143696
0.26400201970401,0.19351815
0.260001948100339,0.19766141
0.25600192179518,0.20104095
0.252001874580961,0.20619619
0.248001843742061,0.21053039
0.244001782995081,0.21324167
0.240001759883213,0.21570471
0.236001740838878,0.21757586
0.232001713931949,0.21719401
0.228001676281597,0.21874057
0.224001654394474,0.21816777
0.220001614721032,0.21937065
0.216001565022184,0.21933247
0.212001502892667,0.21948521
0.208001445190309,0.21938975
0.204001402931993,0.22120363
0.200001337869149,0.22212011
0.196001268888728,0.22101268
0.192001213791165,0.22292203
0.188001140029881,0.22397217
0.184001097766093,0.22570968
0.180001007615695,0.22992931
0.176000910642017,0.23443536
0.172000828757765,0.24176724
0.168000772125161,0.24636877
0.164000710364705,0.25202042
0.160000667646546,0.2602115
0.156000637232255,0.26660782
0.152000626925369,0.27487525
0.148000605762572,0.27796841
0.144000558071592,0.28974906
0.140000525604553,0.29801649
0.136000515063255,0.30970168
0.132000491350559,0.31166831
0.128000410358952,0.32455638
0.124000360569377,0.33616519
0.120000305879199,0.34464267
0.116000280916325,0.36016563
0.112000276934911,0.37269092
0.108000272220126,0.38082471
0.104000247804624,0.39734054
0.100000195170848,0.40591347
0.0960001833483771,0.42235294
0.0920001532527927,0.43071586
0.0880001153741351,0.45068759
0.0840000734403348,0.45406711
0.0800000605653119,0.47025836
0.0760000160908082,0.48314643
0.0719999973090893,0.49383873
0.0679999917675268,0.50747144
0.0639999418931929,0.52568662
0.0599999169737187,0.5414387
0.0559999059819368,0.56083763
0.0519998751588971,0.57804078
0.0479998665279262,0.62138289
0.0439998299116776,0.63975078
0.0399998080196707,0.67131221
0.0359997658460026,0.71719372
0.0319997369138097,0.77117085
0.0279997491267343,0.85386044
0.02399977925443,0.94478333
0.0199998059041781,0.99513274
0.015999855046025,1.0799839
0.0119999006182951,1.1256746
0.0079999712846813,1.1710024
0.0039999929506451,1.2483116
0.0,1.4069017
