

Measurement ID,6337
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1256
Program,166 - MSM_Rate_05C
Start Time,24/08/2020 10:55:22
End Time,25/08/2020 06:59:51
Test section,TS006030
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,
5,PAU,3600.119,3600.344,0,0,MSM_Rate_05C,3.16611,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,3720.091,3720.316,0,0,MSM_Rate_05C,3.16600,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,3840.023,3840.248,0,0,MSM_Rate_05C,3.16611,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,3960.042,3960.267,0,0,MSM_Rate_05C,3.16611,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4080.080,4080.305,0,0,MSM_Rate_05C,3.16622,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4200.037,4200.262,0,0,MSM_Rate_05C,3.16622,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4320.088,4320.313,0,0,MSM_Rate_05C,3.16622,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4440.080,4440.305,0,0,MSM_Rate_05C,3.16622,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4560.068,4560.293,0,0,MSM_Rate_05C,3.16622,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4680.050,4680.275,0,0,MSM_Rate_05C,3.16633,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4800.092,4800.317,0,0,MSM_Rate_05C,3.16633,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,4920.054,4920.279,0,0,MSM_Rate_05C,3.16633,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5040.049,5040.274,0,0,MSM_Rate_05C,3.16633,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.40000,9.50000,
5,PAU,5160.049,5160.274,0,0,MSM_Rate_05C,3.16644,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5280.068,5280.293,0,0,MSM_Rate_05C,3.16644,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5400.021,5400.246,0,0,MSM_Rate_05C,3.16644,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5520.042,5520.267,0,0,MSM_Rate_05C,3.16644,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5640.134,5640.359,0,0,MSM_Rate_05C,3.16655,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5760.027,5760.252,0,0,MSM_Rate_05C,3.16655,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,5880.074,5880.299,0,0,MSM_Rate_05C,3.16655,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.40000,9.50000,
5,PAU,6000.104,6000.329,0,0,MSM_Rate_05C,3.16655,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6120.149,6120.374,0,0,MSM_Rate_05C,3.16655,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6240.072,6240.297,0,0,MSM_Rate_05C,3.16666,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6360.056,6360.281,0,0,MSM_Rate_05C,3.16666,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6480.060,6480.285,0,0,MSM_Rate_05C,3.16666,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6600.039,6600.264,0,0,MSM_Rate_05C,3.16666,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6720.109,6720.334,0,0,MSM_Rate_05C,3.16666,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6840.064,6840.289,0,0,MSM_Rate_05C,3.16677,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,6960.032,6960.257,0,0,MSM_Rate_05C,3.16677,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,7080.100,7080.325,0,0,MSM_Rate_05C,3.16677,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,7200.066,7200.291,0,0,MSM_Rate_05C,3.16677,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
5,PAU,7200.066,7200.291,0,0,MSM_Rate_05C,3.16677,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
8,RANGE,0.000,7200.402,1,1,MSM_Rate_05C,3.16689,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
8,RANGE,0.000,7200.402,1,1,MSM_Rate_05C,3.16689,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
9,CHA,0.000,7200.404,1,1,MSM_Rate_05C,3.27237,1.66736,0.00000,0.00000,0.00000,0.00000,9.30000,9.50000,9.50000,
9,CHA,0.289,7200.693,1,1,MSM_Rate_05C,3.28648,1.66772,0.00014,0.00000,0.00047,5.46900,9.30000,9.50000,9.50000,
9,CHA,0.343,7200.747,1,1,MSM_Rate_05C,3.29849,1.66844,0.00014,0.00000,0.00047,5.50331,9.30000,9.50000,9.50000,
9,CHA,0.665,7201.069,1,1,MSM_Rate_05C,3.31060,1.66915,0.00033,0.00000,0.00109,5.51692,9.30000,9.50000,9.50000,
9,CHA,1.569,7201.973,1,1,MSM_Rate_05C,3.32072,1.66951,0.00075,0.00000,0.00248,5.54249,9.30000,9.50000,9.50000,
9,CHA,5.039,7205.443,1,1,MSM_Rate_05C,3.33094,1.66951,0.00236,0.00000,0.00784,5.56049,9.30000,9.50000,9.50000,
9,CHA,10.963,7211.367,1,1,MSM_Rate_05C,3.34117,1.66951,0.00511,0.00000,0.01701,5.57737,9.30000,9.50000,9.50000,
9,CHA,18.196,7218.600,1,1,MSM_Rate_05C,3.35117,1.66987,0.00837,0.00000,0.02793,5.59602,9.30000,9.50000,9.50000,
9,CHA,26.255,7226.659,1,1,MSM_Rate_05C,3.36118,1.66987,0.01220,0.00000,0.04078,5.61254,9.30000,9.50000,9.50000,
9,CHA,35.094,7235.498,1,1,MSM_Rate_05C,3.37118,1.66987,0.01620,0.00000,0.05425,5.62943,9.30000,9.50000,9.50000,
9,CHA,44.784,7245.188,1,1,MSM_Rate_05C,3.38129,1.66951,0.02076,0.00000,0.06964,5.64595,9.30000,9.50000,9.50000,
9,CHA,55.391,7255.795,1,1,MSM_Rate_05C,3.39130,1.66987,0.02563,0.00000,0.08612,5.66302,9.30000,9.50000,9.50000,
9,CHA,59.995,7260.399,1,1,MSM_Rate_05C,3.39541,1.66951,0.02785,0.00000,0.09366,5.66849,9.30000,9.50000,9.50000,
9,CHA,66.795,7267.199,1,1,MSM_Rate_05C,3.40130,1.66987,0.03098,0.00000,0.10429,5.67973,9.30000,9.50000,9.50000,
9,CHA,79.439,7279.843,1,1,MSM_Rate_05C,3.41130,1.66987,0.03687,0.00000,0.12435,5.69625,9.30000,9.50000,9.50000,
9,CHA,93.117,7293.521,1,1,MSM_Rate_05C,3.42131,1.66987,0.04311,0.00000,0.14569,5.71314,9.30000,9.50000,9.50000,
9,CHA,108.110,7308.514,1,1,MSM_Rate_05C,3.43131,1.66951,0.05008,0.00000,0.16958,5.72861,9.30000,9.50000,9.50000,
9,CHA,119.998,7320.402,1,1,MSM_Rate_05C,3.43865,1.66987,0.05564,0.00000,0.18868,5.74209,9.30000,9.60000,9.50000,
9,CHA,124.584,7324.988,1,1,MSM_Rate_05C,3.44131,1.66987,0.05778,0.00000,0.19602,5.74655,9.30000,9.60000,9.50000,
9,CHA,142.881,7343.285,1,1,MSM_Rate_05C,3.45132,1.66987,0.06627,0.00000,0.22528,5.76307,9.40000,9.60000,9.60000,
9,CHA,163.138,7363.542,1,1,MSM_Rate_05C,3.46132,1.66987,0.07566,0.00000,0.25772,5.77996,9.40000,9.60000,9.60000,
9,CHA,180.031,7380.435,1,1,MSM_Rate_05C,3.46877,1.66951,0.08344,0.00000,0.28469,5.79115,9.40000,9.60000,9.60000,
9,CHA,185.908,7386.312,1,1,MSM_Rate_05C,3.47133,1.66987,0.08622,0.00000,0.29434,5.79666,9.40000,9.60000,9.60000,
9,CHA,212.829,7413.233,1,1,MSM_Rate_05C,3.48133,1.66951,0.09863,0.00000,0.33750,5.81212,9.40000,9.70000,9.60000,
9,CHA,240.066,7440.470,1,1,MSM_Rate_05C,3.48989,1.66987,0.11132,0.00000,0.38171,5.82640,9.40000,9.70000,9.70000,
9,CHA,245.039,7445.443,1,1,MSM_Rate_05C,3.49133,1.66987,0.11365,0.00000,0.38986,5.82988,9.40000,9.70000,9.70000,
9,CHA,287.442,7487.846,1,1,MSM_Rate_05C,3.50134,1.66987,0.13325,0.00000,0.45840,5.84677,9.40000,9.80000,9.70000,
9,CHA,300.017,7500.421,1,1,MSM_Rate_05C,3.50356,1.66951,0.13913,0.00000,0.47900,5.85049,9.40000,9.90000,9.70000,
9,CHA,357.417,7557.821,1,1,MSM_Rate_05C,3.51134,1.66987,0.16571,0.00000,0.57224,5.86348,9.50000,10.00000,9.80000,
9,CHA,360.105,7560.509,1,1,MSM_Rate_05C,3.51156,1.66987,0.16695,0.00000,0.57658,5.86385,9.50000,10.00000,9.80000,
9,CHA,420.065,7620.469,1,1,MSM_Rate_05C,3.51601,1.66987,0.19484,0.00000,0.67458,5.87127,9.60000,10.20000,10.00000,
9,CHA,480.079,7680.483,1,1,MSM_Rate_05C,3.51923,1.66951,0.22264,0.00000,0.77237,5.87539,9.60000,10.30000,10.10000,
9,CHA,520.647,7721.051,1,1,MSM_Rate_05C,3.52134,1.66951,0.24150,0.00000,0.83875,5.87873,9.70000,10.40000,10.20000,
9,CHA,540.003,7740.407,1,1,MSM_Rate_05C,3.52234,1.66951,0.25038,0.00000,0.87002,5.88059,9.70000,10.50000,10.20000,
9,CHA,600.044,7800.448,1,1,MSM_Rate_05C,3.52568,1.66951,0.27830,0.00000,0.96844,5.88724,9.70000,10.60000,10.30000,
9,CHA,660.039,7860.443,1,1,MSM_Rate_05C,3.52912,1.66951,0.30615,0.00000,1.06665,5.89191,9.80000,10.70000,10.40000,
9,CHA,696.542,7896.946,1,1,MSM_Rate_05C,3.53135,1.66987,0.32304,0.00000,1.12628,5.89689,9.80000,10.70000,10.40000,
9,CHA,720.004,7920.408,1,1,MSM_Rate_05C,3.53268,1.66951,0.33390,0.00000,1.16463,5.89785,9.80000,10.80000,10.40000,
9,CHA,780.043,7980.447,1,1,MSM_Rate_05C,3.53646,1.66987,0.36179,0.00000,1.26323,5.90416,9.80000,10.80000,10.50000,
9,CHA,840.018,8040.422,1,1,MSM_Rate_05C,3.54046,1.66987,0.38956,0.00000,1.36150,5.91211,9.90000,10.90000,10.50000,
9,CHA,852.872,8053.276,1,1,MSM_Rate_05C,3.54135,1.66951,0.39558,0.00000,1.38280,5.91214,9.90000,10.90000,10.50000,
9,CHA,899.988,8100.392,1,1,MSM_Rate_05C,3.54457,1.66951,0.41735,0.00000,1.45993,5.91770,9.90000,10.90000,10.60000,
9,CHA,960.023,8160.427,1,1,MSM_Rate_05C,3.54891,1.66951,0.44518,0.00000,1.55865,5.92494,9.90000,11.00000,10.60000,
9,CHA,992.521,8192.925,1,1,MSM_Rate_05C,3.55135,1.66987,0.46025,0.00000,1.61215,5.93030,9.90000,11.00000,10.60000,
9,CHA,1020.117,8220.521,1,1,MSM_Rate_05C,3.55324,1.66951,0.47313,0.00000,1.65788,5.93236,9.90000,11.00000,10.60000,
9,CHA,1080.048,8280.452,1,1,MSM_Rate_05C,3.55780,1.66987,0.50087,0.00000,1.75653,5.94106,9.90000,11.00000,10.60000,
9,CHA,1126.071,8326.475,1,1,MSM_Rate_05C,3.56136,1.66987,0.52229,0.00000,1.83277,5.94682,9.90000,11.00000,10.60000,
9,CHA,1140.027,8340.431,1,1,MSM_Rate_05C,3.56236,1.66987,0.52869,0.00000,1.85556,5.94867,9.90000,11.00000,10.60000,
9,CHA,1200.032,8400.436,1,1,MSM_Rate_05C,3.56703,1.66987,0.55654,0.00000,1.95485,5.95628,9.90000,11.00000,10.60000,
9,CHA,1254.425,8454.829,1,1,MSM_Rate_05C,3.57136,1.66951,0.58175,0.00000,2.04481,5.96242,9.90000,11.00000,10.70000,
9,CHA,1260.038,8460.442,1,1,MSM_Rate_05C,3.57180,1.66951,0.58437,0.00000,2.05417,5.96317,9.90000,11.00000,10.70000,
9,CHA,1320.013,8520.417,1,1,MSM_Rate_05C,3.57658,1.66951,0.61221,0.00000,2.15369,5.97243,10.00000,11.00000,10.60000,
9,CHA,1376.566,8576.970,1,1,MSM_Rate_05C,3.58136,1.66987,0.63845,0.00000,2.24758,5.98041,10.00000,11.00000,10.60000,
9,CHA,1380.079,8580.483,1,1,MSM_Rate_05C,3.58159,1.66951,0.64001,0.00000,2.25318,5.97950,10.00000,11.00000,10.60000,
9,CHA,1440.063,8640.467,1,1,MSM_Rate_05C,3.58670,1.66951,0.66782,0.00000,2.35287,5.98803,10.00000,11.00000,10.70000,
9,CHA,1492.544,8692.948,1,1,MSM_Rate_05C,3.59137,1.66987,0.69219,0.00000,2.44033,5.99711,10.00000,10.90000,10.70000,
9,CHA,1499.998,8700.402,1,1,MSM_Rate_05C,3.59192,1.66951,0.69569,0.00000,2.45288,5.99675,10.00000,10.90000,10.70000,
9,CHA,1560.001,8760.405,1,1,MSM_Rate_05C,3.59726,1.66987,0.72351,0.00000,2.55288,6.00695,10.00000,11.00000,10.70000,
9,CHA,1604.843,8805.247,1,1,MSM_Rate_05C,3.60137,1.66987,0.74426,0.00000,2.62757,6.01382,10.00000,11.00000,10.70000,
9,CHA,1620.062,8820.466,1,1,MSM_Rate_05C,3.60270,1.66951,0.75131,0.00000,2.65298,6.01475,10.00000,11.00000,10.70000,
9,CHA,1680.050,8880.454,1,1,MSM_Rate_05C,3.60815,1.66987,0.77922,0.00000,2.75359,6.02496,10.00000,11.00000,10.60000,
9,CHA,1716.358,8916.762,1,1,MSM_Rate_05C,3.61137,1.66951,0.79602,0.00000,2.81426,6.02904,10.00000,10.90000,10.60000,
9,CHA,1740.052,8940.456,1,1,MSM_Rate_05C,3.61349,1.66951,0.80698,0.00000,2.85383,6.03275,10.00000,10.90000,10.60000,
9,CHA,1800.139,9000.543,1,1,MSM_Rate_05C,3.61904,1.66951,0.83488,0.00000,2.95472,6.04203,10.00000,10.90000,10.60000,
9,CHA,1825.183,9025.587,1,1,MSM_Rate_05C,3.62138,1.66987,0.84651,0.00000,2.99684,6.04574,10.00000,10.90000,10.60000,
9,CHA,1860.049,9060.453,1,1,MSM_Rate_05C,3.62460,1.66987,0.86272,0.00000,3.05554,6.05131,10.00000,10.90000,10.60000,
9,CHA,1920.090,9120.494,1,1,MSM_Rate_05C,3.63005,1.66951,0.89054,0.00000,3.15647,6.06040,10.00000,10.90000,10.60000,
9,CHA,1934.173,9134.577,1,1,MSM_Rate_05C,3.63138,1.66951,0.89700,0.00000,3.17993,6.06263,10.00000,10.90000,10.60000,
9,CHA,1980.054,9180.458,1,1,MSM_Rate_05C,3.63549,1.66987,0.91837,0.00000,3.25757,6.06950,10.00000,10.90000,10.60000,
9,CHA,2040.023,9240.427,1,1,MSM_Rate_05C,3.64072,1.66987,0.94617,0.00000,3.35870,6.07822,10.00000,10.90000,10.60000,
9,CHA,2047.308,9247.712,1,1,MSM_Rate_05C,3.64138,1.66951,0.94955,0.00000,3.37101,6.07915,10.00000,10.90000,10.60000,
9,CHA,2100.027,9300.431,1,1,MSM_Rate_05C,3.64561,1.66951,0.97400,0.00000,3.46010,6.08769,10.00000,10.90000,10.60000,
9,CHA,2159.993,9360.397,1,1,MSM_Rate_05C,3.65039,1.66987,1.00182,0.00000,3.56160,6.09567,9.90000,10.80000,10.60000,
9,CHA,2173.489,9373.893,1,1,MSM_Rate_05C,3.65139,1.66987,1.00809,0.00000,3.58447,6.09716,9.90000,10.80000,10.60000,
9,CHA,2220.010,9420.414,1,1,MSM_Rate_05C,3.65472,1.66951,1.02962,0.00000,3.66312,6.10160,9.90000,10.80000,10.60000,
9,CHA,2280.031,9480.435,1,1,MSM_Rate_05C,3.65872,1.66951,1.05750,0.00000,3.76508,6.10828,9.90000,10.80000,10.60000,
9,CHA,2320.111,9520.515,1,1,MSM_Rate_05C,3.66139,1.66951,1.07609,0.00000,3.83314,6.11255,9.90000,10.80000,10.60000,
9,CHA,2340.040,9540.444,1,1,MSM_Rate_05C,3.66261,1.66987,1.08531,0.00000,3.86690,6.11590,9.90000,10.80000,10.60000,
9,CHA,2400.012,9600.416,1,1,MSM_Rate_05C,3.66628,1.66951,1.11305,0.00000,3.96855,6.12090,9.90000,10.80000,10.60000,
9,CHA,2460.038,9660.442,1,1,MSM_Rate_05C,3.66984,1.66987,1.14094,0.00000,4.07082,6.12815,9.90000,10.80000,10.60000,
9,CHA,2486.402,9686.806,1,1,MSM_Rate_05C,3.67140,1.66987,1.15312,0.00000,4.11555,6.13075,9.90000,10.80000,10.60000,
9,CHA,2520.013,9720.417,1,1,MSM_Rate_05C,3.67328,1.66987,1.16871,0.00000,4.17281,6.13391,9.90000,10.80000,10.50000,
9,CHA,2580.002,9780.406,1,1,MSM_Rate_05C,3.67673,1.66951,1.19661,0.00000,4.27532,6.13834,9.90000,10.80000,10.60000,
9,CHA,2640.073,9840.477,1,1,MSM_Rate_05C,3.68006,1.66951,1.22445,0.00000,4.37774,6.14391,9.90000,10.80000,10.60000,
9,CHA,2663.148,9863.552,1,1,MSM_Rate_05C,3.68140,1.66951,1.23515,0.00000,4.41713,6.14614,9.90000,10.80000,10.60000,
9,CHA,2700.118,9900.522,1,1,MSM_Rate_05C,3.68340,1.66951,1.25224,0.00000,4.48006,6.14948,9.90000,10.80000,10.60000,
9,CHA,2760.087,9960.491,1,1,MSM_Rate_05C,3.68673,1.66951,1.28014,0.00000,4.58286,6.15504,9.90000,10.80000,10.50000,
9,CHA,2820.062,10020.466,1,1,MSM_Rate_05C,3.69007,1.66951,1.30789,0.00000,4.68521,6.16061,9.90000,10.80000,10.60000,
9,CHA,2844.355,10044.759,1,1,MSM_Rate_05C,3.69140,1.66951,1.31924,0.00000,4.72710,6.16397,9.90000,10.80000,10.60000,
9,CHA,2880.014,10080.418,1,1,MSM_Rate_05C,3.69329,1.66951,1.33570,0.00000,4.78786,6.16599,9.90000,10.80000,10.60000,
9,CHA,2940.063,10140.467,1,1,MSM_Rate_05C,3.69651,1.66951,1.36353,0.00000,4.89071,6.17137,9.90000,10.80000,10.60000,
9,CHA,3000.031,10200.435,1,1,MSM_Rate_05C,3.69985,1.66987,1.39137,0.00000,4.99367,6.17827,9.90000,10.80000,10.60000,
9,CHA,3028.188,10228.592,1,1,MSM_Rate_05C,3.70141,1.66987,1.40450,0.00000,5.04224,6.18068,9.90000,10.80000,10.60000,
9,CHA,3060.072,10260.476,1,1,MSM_Rate_05C,3.70307,1.66951,1.41919,0.00000,5.09663,6.18232,9.90000,10.80000,10.60000,
9,CHA,3120.038,10320.442,1,1,MSM_Rate_05C,3.70630,1.66987,1.44700,0.00000,5.19967,6.18903,9.90000,10.90000,10.60000,
9,CHA,3180.040,10380.444,1,1,MSM_Rate_05C,3.70963,1.66987,1.47488,0.00000,5.30303,6.19460,9.90000,10.90000,10.60000,
9,CHA,3211.364,10411.768,1,1,MSM_Rate_05C,3.71141,1.66987,1.48944,0.00000,5.35705,6.19605,9.90000,10.90000,10.60000,
9,CHA,3239.994,10440.398,1,1,MSM_Rate_05C,3.71297,1.66987,1.50274,0.00000,5.40643,6.19865,9.90000,10.90000,10.60000,
9,CHA,3300.055,10500.459,1,1,MSM_Rate_05C,3.71619,1.66987,1.53051,0.00000,5.50961,6.20555,9.90000,10.90000,10.60000,
9,CHA,3360.127,10560.531,1,1,MSM_Rate_05C,3.71963,1.66987,1.55844,0.00000,5.61345,6.21130,10.00000,10.90000,10.60000,
9,CHA,3391.531,10591.935,1,1,MSM_Rate_05C,3.72141,1.66987,1.57302,0.00000,5.66768,6.21275,10.00000,10.90000,10.60000,
9,CHA,3420.033,10620.437,1,1,MSM_Rate_05C,3.72297,1.66951,1.58622,0.00000,5.71683,6.21554,10.00000,10.90000,10.60000,
9,CHA,3480.006,10680.410,1,1,MSM_Rate_05C,3.72641,1.66987,1.61398,0.00000,5.82021,6.22263,10.00000,10.90000,10.60000,
9,CHA,3540.005,10740.409,1,1,MSM_Rate_05C,3.72986,1.66951,1.64185,0.00000,5.92413,6.22704,10.00000,10.90000,10.70000,
9,CHA,3565.992,10766.396,1,1,MSM_Rate_05C,3.73142,1.66951,1.65394,0.00000,5.96920,6.22945,10.00000,10.90000,10.70000,
9,CHA,3600.038,10800.442,1,1,MSM_Rate_05C,3.73331,1.66987,1.66971,0.00000,6.02807,6.23413,10.00000,11.00000,10.70000,
9,CHA,3660.041,10860.445,1,1,MSM_Rate_05C,3.73686,1.66987,1.69747,0.00000,6.13177,6.24007,10.00000,11.00000,10.70000,
9,CHA,3720.043,10920.447,1,1,MSM_Rate_05C,3.74042,1.66987,1.72539,0.00000,6.23613,6.24467,10.00000,11.00000,10.70000,
9,CHA,3735.712,10936.116,1,1,MSM_Rate_05C,3.74142,1.66987,1.73255,0.00000,6.26294,6.24768,10.00000,11.00000,10.70000,
9,CHA,3780.022,10980.426,1,1,MSM_Rate_05C,3.74409,1.66987,1.75315,0.00000,6.34002,6.25214,10.00000,11.00000,10.70000,
9,CHA,3840.080,11040.484,1,1,MSM_Rate_05C,3.74764,1.66951,1.78100,0.00000,6.44435,6.25808,10.00000,11.00000,10.70000,
9,CHA,3900.051,11100.455,1,1,MSM_Rate_05C,3.75131,1.66951,1.80885,0.00000,6.54879,6.26286,10.00000,11.00000,10.70000,
