

Measurement ID,6325
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1272
Program,168 - MSM_Rate_2C
Start Time,8/20/2020 11:19:01 AM
End Time,8/21/2020 1:33:31 AM
Test section,TS006018
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,LogTemp002,
5,PAU,4080.203,4080.476,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4200.165,4200.438,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4320.129,4320.402,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4440.116,4440.389,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4560.074,4560.347,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4680.075,4680.348,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4800.121,4800.394,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,4920.106,4920.379,0,0,MSM_Rate_2C,4.14449,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,5040.085,5040.358,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5160.160,5160.433,0,0,MSM_Rate_2C,4.14449,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5280.143,5280.416,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5400.178,5400.451,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5520.084,5520.357,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5640.152,5640.425,0,0,MSM_Rate_2C,4.14449,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,5760.077,5760.350,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,5880.075,5880.348,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,6000.091,6000.364,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6120.066,6120.339,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6240.156,6240.429,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6360.143,6360.416,0,0,MSM_Rate_2C,4.14449,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6480.115,6480.388,0,0,MSM_Rate_2C,4.14449,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6600.171,6600.444,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6720.172,6720.445,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,6840.164,6840.437,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,6960.067,6960.340,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,7080.148,7080.421,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.30000,
5,PAU,7200.156,7200.429,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
5,PAU,7200.156,7200.429,0,0,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
7,RANGE,0.000,7200.473,1,1,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
7,RANGE,0.000,7200.473,1,1,MSM_Rate_2C,4.14438,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
8,CHA,0.000,7200.473,1,1,MSM_Rate_2C,4.19508,1.66926,0.00000,0.00000,0.00000,0.00000,24.50000,23.40000,
8,CHA,1.083,7201.556,1,1,MSM_Rate_2C,4.19830,1.66962,0.00047,0.00000,0.00198,7.00957,24.50000,23.40000,
8,CHA,2.044,7202.517,1,1,MSM_Rate_2C,4.19986,1.66926,0.00097,0.00000,0.00406,7.01179,24.50000,23.40000,
8,CHA,3.059,7203.532,1,1,MSM_Rate_2C,4.19986,1.63727,0.00137,0.00000,0.00574,6.87630,24.50000,23.40000,
8,CHA,4.011,7204.484,1,1,MSM_Rate_2C,4.19997,1.60528,0.00178,0.00000,0.00749,6.74212,24.50000,23.40000,
8,CHA,5.023,7205.496,1,1,MSM_Rate_2C,4.19986,1.57616,0.00230,0.00000,0.00964,6.62739,24.50000,23.40000,
8,CHA,6.036,7206.509,1,1,MSM_Rate_2C,4.19986,1.54777,0.00266,0.00000,0.01115,6.50040,24.50000,23.40000,
8,CHA,7.014,7207.487,1,1,MSM_Rate_2C,4.19986,1.52369,0.00315,0.00000,0.01323,6.40698,24.50000,23.40000,
8,CHA,7.975,7208.448,1,1,MSM_Rate_2C,4.19997,1.50032,0.00351,0.00000,0.01472,6.30130,24.50000,23.40000,
8,CHA,9.020,7209.493,1,1,MSM_Rate_2C,4.19986,1.47911,0.00396,0.00000,0.01663,6.21676,24.50000,23.40000,
8,CHA,10.132,7210.605,1,1,MSM_Rate_2C,4.19997,1.45755,0.00442,0.00000,0.01856,6.12618,24.50000,23.40000,
8,CHA,11.040,7211.513,1,1,MSM_Rate_2C,4.19997,1.43850,0.00476,0.00000,0.01998,6.04164,24.50000,23.40000,
8,CHA,12.104,7212.577,1,1,MSM_Rate_2C,4.19986,1.42052,0.00519,0.00000,0.02180,5.97053,24.50000,23.40000,
8,CHA,13.009,7213.482,1,1,MSM_Rate_2C,4.19997,1.40363,0.00556,0.00000,0.02336,5.89521,24.50000,23.40000,
8,CHA,14.024,7214.497,1,1,MSM_Rate_2C,4.19997,1.38746,0.00598,0.00000,0.02511,5.83315,24.50000,23.40000,
8,CHA,15.030,7215.503,1,1,MSM_Rate_2C,4.19997,1.37200,0.00633,0.00000,0.02660,5.76236,24.50000,23.40000,
8,CHA,16.019,7216.492,1,1,MSM_Rate_2C,4.19986,1.35798,0.00674,0.00000,0.02831,5.70635,24.50000,23.40000,
8,CHA,17.022,7217.495,1,1,MSM_Rate_2C,4.19986,1.34324,0.00709,0.00000,0.02978,5.64143,24.50000,23.40000,
8,CHA,18.046,7218.519,1,1,MSM_Rate_2C,4.19986,1.32994,0.00749,0.00000,0.03144,5.59478,24.50000,23.40000,
8,CHA,18.996,7219.469,1,1,MSM_Rate_2C,4.19997,1.31736,0.00780,0.00000,0.03274,5.53289,24.50000,23.40000,
8,CHA,20.006,7220.479,1,1,MSM_Rate_2C,4.19997,1.30478,0.00821,0.00000,0.03448,5.48292,24.50000,23.40000,
8,CHA,21.093,7221.566,1,1,MSM_Rate_2C,4.19997,1.29112,0.00855,0.00000,0.03593,5.42268,24.50000,23.40000,
8,CHA,22.052,7222.525,1,1,MSM_Rate_2C,4.19986,1.27962,0.00891,0.00000,0.03740,5.37423,24.50000,23.40000,
8,CHA,23.046,7223.519,1,1,MSM_Rate_2C,4.19997,1.26812,0.00930,0.00000,0.03904,5.33059,24.50000,23.40000,
8,CHA,24.089,7224.562,1,1,MSM_Rate_2C,4.19986,1.25626,0.00962,0.00000,0.04040,5.27611,24.50000,23.30000,
8,CHA,25.075,7225.548,1,1,MSM_Rate_2C,4.19997,1.24583,0.00994,0.00000,0.04176,5.23247,24.50000,23.30000,
8,CHA,26.120,7226.593,1,1,MSM_Rate_2C,4.19986,1.23433,0.01034,0.00000,0.04342,5.19006,24.50000,23.30000,
8,CHA,27.120,7227.593,1,1,MSM_Rate_2C,4.19997,1.22463,0.01065,0.00000,0.04473,5.14340,24.50000,23.30000,
8,CHA,27.998,7228.471,1,1,MSM_Rate_2C,4.19986,1.21528,0.01099,0.00000,0.04616,5.10854,24.50000,23.30000,
8,CHA,29.106,7229.579,1,1,MSM_Rate_2C,4.19986,1.20558,0.01135,0.00000,0.04767,5.06325,24.50000,23.30000,
8,CHA,30.039,7230.512,1,1,MSM_Rate_2C,4.19997,1.19587,0.01168,0.00000,0.04905,5.02564,24.50000,23.30000,
8,CHA,31.058,7231.531,1,1,MSM_Rate_2C,4.19997,1.18653,0.01198,0.00000,0.05031,4.98337,24.50000,23.40000,
8,CHA,32.036,7232.509,1,1,MSM_Rate_2C,4.19986,1.17754,0.01231,0.00000,0.05168,4.94550,24.50000,23.40000,
8,CHA,33.104,7233.577,1,1,MSM_Rate_2C,4.19997,1.16784,0.01268,0.00000,0.05326,4.90927,24.50000,23.40000,
8,CHA,34.049,7234.522,1,1,MSM_Rate_2C,4.19986,1.15885,0.01298,0.00000,0.05452,4.87153,24.50000,23.40000,
8,CHA,35.141,7235.614,1,1,MSM_Rate_2C,4.19986,1.15058,0.01332,0.00000,0.05593,4.83392,24.50000,23.40000,
8,CHA,36.097,7236.570,1,1,MSM_Rate_2C,4.19997,1.14231,0.01364,0.00000,0.05730,4.80058,24.50000,23.40000,
8,CHA,37.135,7237.608,1,1,MSM_Rate_2C,4.19997,1.13369,0.01391,0.00000,0.05843,4.76145,24.50000,23.40000,
8,CHA,38.069,7238.542,1,1,MSM_Rate_2C,4.19986,1.12614,0.01422,0.00000,0.05971,4.72963,24.50000,23.30000,
8,CHA,39.023,7239.496,1,1,MSM_Rate_2C,4.19997,1.11859,0.01453,0.00000,0.06102,4.69805,24.50000,23.30000,
8,CHA,40.039,7240.512,1,1,MSM_Rate_2C,4.19986,1.11032,0.01488,0.00000,0.06248,4.66635,24.50000,23.30000,
8,CHA,40.995,7241.468,1,1,MSM_Rate_2C,4.19986,1.10278,0.01517,0.00000,0.06371,4.63452,24.50000,23.30000,
8,CHA,42.002,7242.475,1,1,MSM_Rate_2C,4.19986,1.09523,0.01546,0.00000,0.06491,4.59980,24.50000,23.30000,
8,CHA,42.983,7243.456,1,1,MSM_Rate_2C,4.19986,1.08804,0.01575,0.00000,0.06614,4.56961,24.50000,23.30000,
8,CHA,44.039,7244.512,1,1,MSM_Rate_2C,4.19997,1.08121,0.01608,0.00000,0.06754,4.54243,24.50000,23.30000,
8,CHA,45.069,7245.542,1,1,MSM_Rate_2C,4.19986,1.07366,0.01636,0.00000,0.06873,4.50922,24.50000,23.30000,
8,CHA,46.013,7246.486,1,1,MSM_Rate_2C,4.19986,1.06683,0.01668,0.00000,0.07007,4.48368,24.50000,23.30000,
8,CHA,47.098,7247.571,1,1,MSM_Rate_2C,4.19986,1.05964,0.01696,0.00000,0.07125,4.45035,24.50000,23.30000,
8,CHA,48.037,7248.510,1,1,MSM_Rate_2C,4.19986,1.05317,0.01728,0.00000,0.07258,4.42317,24.50000,23.30000,
8,CHA,49.055,7249.528,1,1,MSM_Rate_2C,4.19997,1.04598,0.01756,0.00000,0.07373,4.39310,24.50000,23.30000,
8,CHA,50.064,7250.537,1,1,MSM_Rate_2C,4.19986,1.04059,0.01785,0.00000,0.07498,4.37034,24.50000,23.30000,
8,CHA,51.057,7251.530,1,1,MSM_Rate_2C,4.19986,1.03412,0.01810,0.00000,0.07601,4.34316,24.50000,23.40000,
8,CHA,52.132,7252.605,1,1,MSM_Rate_2C,4.19997,1.02693,0.01840,0.00000,0.07730,4.31309,24.50000,23.40000,
8,CHA,53.130,7253.603,1,1,MSM_Rate_2C,4.19997,1.02118,0.01872,0.00000,0.07863,4.29044,24.60000,23.40000,
8,CHA,54.002,7254.475,1,1,MSM_Rate_2C,4.19997,1.01543,0.01898,0.00000,0.07970,4.26478,24.60000,23.40000,
8,CHA,55.009,7255.482,1,1,MSM_Rate_2C,4.19986,1.00968,0.01928,0.00000,0.08096,4.24213,24.60000,23.40000,
8,CHA,56.018,7256.491,1,1,MSM_Rate_2C,4.19986,1.00321,0.01953,0.00000,0.08204,4.21334,24.60000,23.40000,
8,CHA,57.032,7257.505,1,1,MSM_Rate_2C,4.19997,0.99746,0.01984,0.00000,0.08333,4.19220,24.60000,23.30000,
8,CHA,58.042,7258.515,1,1,MSM_Rate_2C,4.19986,0.99243,0.02008,0.00000,0.08434,4.16805,24.60000,23.30000,
8,CHA,59.048,7259.521,1,1,MSM_Rate_2C,4.19997,0.98668,0.02038,0.00000,0.08561,4.14691,24.60000,23.30000,
8,CHA,60.018,7260.491,1,1,MSM_Rate_2C,4.19997,0.98092,0.02063,0.00000,0.08666,4.11985,24.60000,23.30000,
8,CHA,61.083,7261.556,1,1,MSM_Rate_2C,4.19997,0.97553,0.02093,0.00000,0.08792,4.09861,24.60000,23.30000,
8,CHA,62.027,7262.500,1,1,MSM_Rate_2C,4.19997,0.96978,0.02119,0.00000,0.08901,4.07747,24.60000,23.30000,
8,CHA,63.001,7263.474,1,1,MSM_Rate_2C,4.19986,0.96475,0.02144,0.00000,0.09003,4.05181,24.60000,23.30000,
8,CHA,64.187,7264.660,1,1,MSM_Rate_2C,4.19997,0.95936,0.02172,0.00000,0.09122,4.02927,24.60000,23.30000,
8,CHA,65.057,7265.530,1,1,MSM_Rate_2C,4.19986,0.95433,0.02198,0.00000,0.09233,4.00803,24.60000,23.30000,
8,CHA,66.065,7266.538,1,1,MSM_Rate_2C,4.19997,0.94965,0.02228,0.00000,0.09355,3.99002,24.60000,23.30000,
8,CHA,67.051,7267.524,1,1,MSM_Rate_2C,4.19997,0.94462,0.02253,0.00000,0.09462,3.96727,24.60000,23.30000,
8,CHA,67.983,7268.456,1,1,MSM_Rate_2C,4.19997,0.93959,0.02278,0.00000,0.09565,3.94926,24.60000,23.30000,
8,CHA,69.003,7269.476,1,1,MSM_Rate_2C,4.19986,0.93456,0.02302,0.00000,0.09670,3.92500,24.60000,23.40000,
8,CHA,70.030,7270.503,1,1,MSM_Rate_2C,4.19986,0.92916,0.02330,0.00000,0.09786,3.90548,24.60000,23.40000,
8,CHA,71.137,7271.610,1,1,MSM_Rate_2C,4.19986,0.92485,0.02355,0.00000,0.09890,3.88424,24.60000,23.40000,
8,CHA,71.969,7272.442,1,1,MSM_Rate_2C,4.19986,0.91982,0.02379,0.00000,0.09993,3.86311,24.60000,23.40000,
8,CHA,73.182,7273.655,1,1,MSM_Rate_2C,4.19986,0.91443,0.02407,0.00000,0.10108,3.84046,24.60000,23.40000,
8,CHA,74.029,7274.502,1,1,MSM_Rate_2C,4.19997,0.91011,0.02431,0.00000,0.10209,3.82245,24.60000,23.40000,
8,CHA,75.042,7275.515,1,1,MSM_Rate_2C,4.19997,0.90580,0.02458,0.00000,0.10324,3.80433,24.60000,23.40000,
8,CHA,76.009,7276.482,1,1,MSM_Rate_2C,4.19986,0.90149,0.02481,0.00000,0.10422,3.78612,24.60000,23.40000,
8,CHA,77.006,7277.479,1,1,MSM_Rate_2C,4.19986,0.89717,0.02508,0.00000,0.10534,3.76810,24.60000,23.30000,
8,CHA,78.021,7278.494,1,1,MSM_Rate_2C,4.19997,0.89250,0.02532,0.00000,0.10633,3.74847,24.60000,23.30000,
8,CHA,79.025,7279.498,1,1,MSM_Rate_2C,4.19997,0.88819,0.02558,0.00000,0.10744,3.73338,24.60000,23.30000,
8,CHA,80.037,7280.510,1,1,MSM_Rate_2C,4.19997,0.88423,0.02581,0.00000,0.10841,3.71375,24.60000,23.30000,
8,CHA,80.993,7281.466,1,1,MSM_Rate_2C,4.19997,0.88064,0.02604,0.00000,0.10935,3.69866,24.60000,23.30000,
8,CHA,82.005,7282.478,1,1,MSM_Rate_2C,4.19997,0.87561,0.02631,0.00000,0.11051,3.68205,24.60000,23.30000,
8,CHA,82.997,7283.470,1,1,MSM_Rate_2C,4.19986,0.87201,0.02651,0.00000,0.11133,3.66233,24.60000,23.30000,
8,CHA,84.013,7284.486,1,1,MSM_Rate_2C,4.19986,0.86734,0.02677,0.00000,0.11243,3.64270,24.60000,23.30000,
8,CHA,85.022,7285.495,1,1,MSM_Rate_2C,4.19986,0.86303,0.02703,0.00000,0.11353,3.62770,24.60000,23.40000,
8,CHA,86.027,7286.500,1,1,MSM_Rate_2C,4.19986,0.85907,0.02726,0.00000,0.11447,3.60798,24.60000,23.40000,
8,CHA,87.054,7287.527,1,1,MSM_Rate_2C,4.19986,0.85512,0.02752,0.00000,0.11560,3.59289,24.60000,23.40000,
8,CHA,88.052,7288.525,1,1,MSM_Rate_2C,4.19986,0.85116,0.02774,0.00000,0.11650,3.57477,24.60000,23.40000,
8,CHA,89.037,7289.510,1,1,MSM_Rate_2C,4.19986,0.84721,0.02799,0.00000,0.11754,3.55977,24.60000,23.40000,
8,CHA,90.055,7290.528,1,1,MSM_Rate_2C,4.19997,0.84326,0.02820,0.00000,0.11846,3.54165,24.60000,23.40000,
8,CHA,91.012,7291.485,1,1,MSM_Rate_2C,4.19986,0.83966,0.02843,0.00000,0.11941,3.52646,24.60000,23.40000,
8,CHA,92.088,7292.561,1,1,MSM_Rate_2C,4.19997,0.83607,0.02870,0.00000,0.12053,3.51137,24.60000,23.40000,
8,CHA,93.096,7293.569,1,1,MSM_Rate_2C,4.19997,0.83175,0.02891,0.00000,0.12142,3.49334,24.60000,23.40000,
8,CHA,94.063,7294.536,1,1,MSM_Rate_2C,4.19986,0.82816,0.02913,0.00000,0.12236,3.47815,24.60000,23.40000,
8,CHA,95.010,7295.483,1,1,MSM_Rate_2C,4.19997,0.82493,0.02935,0.00000,0.12328,3.46466,24.60000,23.40000,
8,CHA,95.985,7296.458,1,1,MSM_Rate_2C,4.19986,0.82097,0.02959,0.00000,0.12429,3.44956,24.60000,23.40000,
8,CHA,97.103,7297.576,1,1,MSM_Rate_2C,4.19986,0.81702,0.02985,0.00000,0.12536,3.43438,24.60000,23.40000,
8,CHA,98.058,7298.531,1,1,MSM_Rate_2C,4.19986,0.81199,0.03006,0.00000,0.12624,3.41324,24.60000,23.40000,
8,CHA,99.010,7299.483,1,1,MSM_Rate_2C,4.19997,0.81055,0.03028,0.00000,0.12718,3.40578,24.60000,23.40000,
8,CHA,100.012,7300.485,1,1,MSM_Rate_2C,4.19997,0.80695,0.03047,0.00000,0.12798,3.38918,24.60000,23.40000,
8,CHA,101.054,7301.527,1,1,MSM_Rate_2C,4.19986,0.80300,0.03075,0.00000,0.12912,3.37408,24.60000,23.40000,
8,CHA,102.010,7302.483,1,1,MSM_Rate_2C,4.19997,0.80012,0.03095,0.00000,0.12997,3.36049,24.60000,23.40000,
8,CHA,103.017,7303.490,1,1,MSM_Rate_2C,4.19997,0.79617,0.03115,0.00000,0.13081,3.34389,24.60000,23.40000,
8,CHA,104.074,7304.547,1,1,MSM_Rate_2C,4.19997,0.79293,0.03138,0.00000,0.13180,3.33030,24.60000,23.40000,
8,CHA,105.031,7305.504,1,1,MSM_Rate_2C,4.19997,0.78934,0.03160,0.00000,0.13272,3.31520,24.60000,23.40000,
8,CHA,106.065,7306.538,1,1,MSM_Rate_2C,4.19986,0.78646,0.03185,0.00000,0.13376,3.30455,24.60000,23.40000,
8,CHA,106.999,7307.472,1,1,MSM_Rate_2C,4.19997,0.78323,0.03204,0.00000,0.13458,3.29096,24.60000,23.30000,
8,CHA,108.043,7308.516,1,1,MSM_Rate_2C,4.19986,0.77964,0.03226,0.00000,0.13548,3.27436,24.60000,23.30000,
8,CHA,109.088,7309.561,1,1,MSM_Rate_2C,4.19986,0.77640,0.03249,0.00000,0.13647,3.26077,24.60000,23.30000,
8,CHA,109.999,7310.472,1,1,MSM_Rate_2C,4.19997,0.77281,0.03270,0.00000,0.13733,3.24878,24.60000,23.30000,
8,CHA,110.977,7311.450,1,1,MSM_Rate_2C,4.19997,0.76993,0.03290,0.00000,0.13819,3.23511,24.60000,23.30000,
8,CHA,112.040,7312.513,1,1,MSM_Rate_2C,4.19986,0.76634,0.03314,0.00000,0.13917,3.22001,24.60000,23.30000,
8,CHA,113.082,7313.555,1,1,MSM_Rate_2C,4.19997,0.76346,0.03334,0.00000,0.14000,3.20651,24.60000,23.30000,
8,CHA,114.034,7314.507,1,1,MSM_Rate_2C,4.19986,0.76058,0.03353,0.00000,0.14083,3.19435,24.60000,23.30000,
8,CHA,115.008,7315.481,1,1,MSM_Rate_2C,4.19986,0.75699,0.03374,0.00000,0.14169,3.17925,24.60000,23.30000,
8,CHA,116.109,7316.582,1,1,MSM_Rate_2C,4.19997,0.75447,0.03397,0.00000,0.14267,3.17019,24.60000,23.30000,
8,CHA,117.114,7317.587,1,1,MSM_Rate_2C,4.19986,0.75088,0.03416,0.00000,0.14348,3.15359,24.60000,23.30000,
8,CHA,118.086,7318.559,1,1,MSM_Rate_2C,4.19986,0.74836,0.03439,0.00000,0.14445,3.14310,24.60000,23.30000,
8,CHA,119.148,7319.621,1,1,MSM_Rate_2C,4.19997,0.74549,0.03459,0.00000,0.14525,3.13103,24.60000,23.30000,
8,CHA,120.092,7320.565,1,1,MSM_Rate_2C,4.19997,0.74189,0.03478,0.00000,0.14608,3.11593,24.60000,23.30000,
8,CHA,121.027,7321.500,1,1,MSM_Rate_2C,4.19997,0.73830,0.03500,0.00000,0.14701,3.10385,24.60000,23.30000,
8,CHA,122.134,7322.607,1,1,MSM_Rate_2C,4.19997,0.73578,0.03523,0.00000,0.14797,3.09169,24.60000,23.30000,
8,CHA,123.046,7323.519,1,1,MSM_Rate_2C,4.19986,0.73327,0.03542,0.00000,0.14874,3.07970,24.60000,23.30000,
8,CHA,124.093,7324.566,1,1,MSM_Rate_2C,4.19997,0.73003,0.03561,0.00000,0.14956,3.06611,24.60000,23.30000,
8,CHA,125.011,7325.484,1,1,MSM_Rate_2C,4.19986,0.72716,0.03581,0.00000,0.15039,3.05395,24.60000,23.30000,
