

Measurement ID,6310
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1250
Program,189 - MSM_Rate_C10
Start Time,8/20/2020 11:18:44 AM
End Time,8/21/2020 8:25:52 PM
Test section,TS006003
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,LogTemp001,
5,PAU,1200.061,1200.194,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1320.078,1320.211,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1440.074,1440.207,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1560.045,1560.178,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1680.034,1680.167,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1800.074,1800.207,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,1920.038,1920.171,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2040.052,2040.185,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2160.163,2160.296,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2280.116,2280.249,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2400.064,2400.197,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2520.050,2520.183,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2640.119,2640.252,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2760.030,2760.163,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,2880.066,2880.199,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3000.204,3000.337,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3120.105,3120.238,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3240.201,3240.334,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3360.040,3360.173,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3480.170,3480.303,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3600.078,3600.211,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3720.074,3720.207,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3840.075,3840.208,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,3960.123,3960.256,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4080.063,4080.196,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4200.138,4200.271,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4320.146,4320.279,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4440.084,4440.217,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4560.039,4560.172,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4680.020,4680.153,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4800.153,4800.286,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,4920.035,4920.168,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5040.189,5040.322,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5160.120,5160.253,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5280.138,5280.271,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5400.100,5400.233,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5520.061,5520.194,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5640.087,5640.220,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5760.018,5760.151,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,5880.055,5880.188,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6000.082,6000.215,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6120.046,6120.179,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6240.087,6240.220,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6360.024,6360.157,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6480.115,6480.248,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6600.015,6600.148,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6720.126,6720.259,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6840.101,6840.234,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,6960.229,6960.362,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,7080.018,7080.151,0,0,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.40000,24.40000,
5,PAU,7200.074,7200.207,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.50000,24.40000,
5,PAU,7200.074,7200.207,0,0,MSM_Rate_C10,4.14343,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.50000,24.40000,
8,RANGE,0.000,7200.356,1,1,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.50000,24.40000,
8,RANGE,0.000,7200.356,1,1,MSM_Rate_C10,4.14354,0.00000,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.50000,24.40000,
9,CHA,0.000,7200.357,1,1,MSM_Rate_C10,4.19715,1.66929,0.00000,0.00000,0.00000,0.00000,24.40000,24.40000,24.50000,24.40000,
9,CHA,60.149,7260.506,1,1,MSM_Rate_C10,4.20004,0.97339,0.02033,0.00000,0.08540,4.08969,24.40000,24.50000,24.50000,24.40000,
9,CHA,120.041,7320.398,1,1,MSM_Rate_C10,4.19993,0.74322,0.03439,0.00000,0.14444,3.12147,24.40000,24.60000,24.50000,24.40000,
9,CHA,180.086,7380.443,1,1,MSM_Rate_C10,4.20004,0.59802,0.04554,0.00000,0.19126,2.51471,24.40000,24.60000,24.50000,24.40000,
9,CHA,240.001,7440.358,1,1,MSM_Rate_C10,4.19993,0.49261,0.05456,0.00000,0.22913,2.06894,24.50000,24.60000,24.50000,24.40000,
9,CHA,300.100,7500.457,1,1,MSM_Rate_C10,4.20004,0.41051,0.06208,0.00000,0.26072,1.72411,24.50000,24.60000,24.50000,24.40000,
9,CHA,360.000,7560.357,1,1,MSM_Rate_C10,4.20004,0.34598,0.06835,0.00000,0.28708,1.45307,24.50000,24.60000,24.50000,24.40000,
9,CHA,420.123,7620.480,1,1,MSM_Rate_C10,4.20004,0.29435,0.07367,0.00000,0.30942,1.23628,24.50000,24.60000,24.50000,24.40000,
9,CHA,480.054,7680.411,1,1,MSM_Rate_C10,4.19993,0.25168,0.07821,0.00000,0.32848,1.05706,24.50000,24.60000,24.50000,24.40000,
9,CHA,484.730,7685.087,1,1,MSM_Rate_C10,4.19993,0.24846,0.07855,0.00000,0.32989,1.04501,24.50000,24.60000,24.50000,24.40000,
10,PAU,0.000,7685.120,1,1,MSM_Rate_C10,4.19993,0.00000,0.07855,0.07855,0.32989,1.04504,24.50000,24.60000,24.50000,24.40000,
10,PAU,60.067,7745.187,1,1,MSM_Rate_C10,4.18692,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,120.041,7805.161,1,1,MSM_Rate_C10,4.18514,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,180.116,7865.236,1,1,MSM_Rate_C10,4.18414,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,240.087,7925.207,1,1,MSM_Rate_C10,4.18347,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,299.993,7985.113,1,1,MSM_Rate_C10,4.18291,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,360.131,8045.251,1,1,MSM_Rate_C10,4.18258,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,420.128,8105.248,1,1,MSM_Rate_C10,4.18214,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,480.027,8165.147,1,1,MSM_Rate_C10,4.18191,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,540.144,8225.264,1,1,MSM_Rate_C10,4.18169,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,600.046,8285.166,1,1,MSM_Rate_C10,4.18147,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,660.115,8345.235,1,1,MSM_Rate_C10,4.18125,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,720.060,8405.180,1,1,MSM_Rate_C10,4.18113,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.60000,24.50000,24.40000,
10,PAU,780.092,8465.212,1,1,MSM_Rate_C10,4.18102,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,839.970,8525.090,1,1,MSM_Rate_C10,4.18091,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,900.106,8585.226,1,1,MSM_Rate_C10,4.18080,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,960.020,8645.140,1,1,MSM_Rate_C10,4.18069,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1020.103,8705.223,1,1,MSM_Rate_C10,4.18058,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1080.021,8765.141,1,1,MSM_Rate_C10,4.18047,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1140.037,8825.157,1,1,MSM_Rate_C10,4.18036,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1200.066,8885.186,1,1,MSM_Rate_C10,4.18036,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1260.096,8945.216,1,1,MSM_Rate_C10,4.18036,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1320.134,9005.254,1,1,MSM_Rate_C10,4.18024,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1380.062,9065.182,1,1,MSM_Rate_C10,4.18024,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1440.014,9125.134,1,1,MSM_Rate_C10,4.18013,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1500.083,9185.203,1,1,MSM_Rate_C10,4.18013,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1559.978,9245.098,1,1,MSM_Rate_C10,4.18013,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1620.095,9305.215,1,1,MSM_Rate_C10,4.18002,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1680.056,9365.176,1,1,MSM_Rate_C10,4.18002,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1740.058,9425.178,1,1,MSM_Rate_C10,4.18002,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1799.998,9485.118,1,1,MSM_Rate_C10,4.17991,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1860.010,9545.130,1,1,MSM_Rate_C10,4.17991,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1920.014,9605.134,1,1,MSM_Rate_C10,4.17991,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,1979.996,9665.116,1,1,MSM_Rate_C10,4.17980,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2039.987,9725.107,1,1,MSM_Rate_C10,4.17980,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2100.036,9785.156,1,1,MSM_Rate_C10,4.17980,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2160.019,9845.139,1,1,MSM_Rate_C10,4.17980,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2220.063,9905.183,1,1,MSM_Rate_C10,4.17969,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,2280.045,9965.165,1,1,MSM_Rate_C10,4.17969,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2340.102,10025.222,1,1,MSM_Rate_C10,4.17969,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2399.990,10085.110,1,1,MSM_Rate_C10,4.17969,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2459.987,10145.107,1,1,MSM_Rate_C10,4.17969,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2520.122,10205.242,1,1,MSM_Rate_C10,4.17958,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2580.048,10265.168,1,1,MSM_Rate_C10,4.17958,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2640.033,10325.153,1,1,MSM_Rate_C10,4.17958,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2700.012,10385.132,1,1,MSM_Rate_C10,4.17958,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,2760.137,10445.257,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,2820.013,10505.133,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.60000,
10,PAU,2880.090,10565.210,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.60000,
10,PAU,2940.043,10625.163,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.60000,
10,PAU,3000.039,10685.159,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.60000,
10,PAU,3060.106,10745.226,1,1,MSM_Rate_C10,4.17947,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3120.201,10805.321,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3179.993,10865.113,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3240.004,10925.124,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3300.006,10985.126,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3360.079,11045.199,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3420.010,11105.130,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3479.994,11165.114,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3540.056,11225.176,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,3600.025,11285.145,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3660.017,11345.137,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3720.065,11405.185,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3780.026,11465.146,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3840.011,11525.131,1,1,MSM_Rate_C10,4.17935,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3900.125,11585.245,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,3960.092,11645.212,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4020.056,11705.176,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4080.045,11765.165,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4140.073,11825.193,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4200.051,11885.171,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4260.051,11945.171,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4320.064,12005.184,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4380.005,12065.125,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4440.025,12125.145,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4500.047,12185.167,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4560.030,12245.150,1,1,MSM_Rate_C10,4.17924,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4620.020,12305.140,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4680.012,12365.132,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4740.008,12425.128,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.40000,
10,PAU,4800.045,12485.165,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4860.050,12545.170,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.40000,
10,PAU,4920.022,12605.142,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.60000,
10,PAU,4980.017,12665.137,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.60000,
10,PAU,5039.990,12725.110,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.60000,
10,PAU,5100.008,12785.128,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.40000,24.50000,24.50000,24.50000,
10,PAU,5160.040,12845.160,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,5220.029,12905.149,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,5279.988,12965.108,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,5340.020,13025.140,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.50000,
10,PAU,5400.123,13085.243,1,1,MSM_Rate_C10,4.17913,0.00000,0.07855,0.07855,0.32989,0.00000,24.50000,24.50000,24.50000,24.60000,
