

Measurement ID,6333
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1250
Program,189 - MSM_Rate_C10
Start Time,24/08/2020 10:54:16
End Time,26/08/2020 09:42:26
Test section,TS006026
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,LogTemp001,
5,PAU,6360.123,6360.218,0,0,MSM_Rate_C10,3.03848,0.00000,0.00000,0.00000,0.00000,0.00000,9.20000,9.30000,9.30000,9.60000,
5,PAU,6480.078,6480.173,0,0,MSM_Rate_C10,3.03859,0.00000,0.00000,0.00000,0.00000,0.00000,9.20000,9.30000,9.30000,9.60000,
5,PAU,6600.058,6600.153,0,0,MSM_Rate_C10,3.03859,0.00000,0.00000,0.00000,0.00000,0.00000,9.20000,9.30000,9.30000,9.60000,
5,PAU,6720.161,6720.256,0,0,MSM_Rate_C10,3.03859,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
5,PAU,6840.028,6840.123,0,0,MSM_Rate_C10,3.03870,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
5,PAU,6960.120,6960.215,0,0,MSM_Rate_C10,3.03870,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
5,PAU,7080.051,7080.146,0,0,MSM_Rate_C10,3.03881,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
5,PAU,7200.091,7200.186,0,0,MSM_Rate_C10,3.03881,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
5,PAU,7200.091,7200.186,0,0,MSM_Rate_C10,3.03881,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
8,RANGE,0.000,7200.216,1,1,MSM_Rate_C10,3.03881,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
8,RANGE,0.000,7200.216,1,1,MSM_Rate_C10,3.03881,0.00000,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
9,CHA,0.000,7200.218,1,1,MSM_Rate_C10,3.15048,1.66606,0.00000,0.00000,0.00000,0.00000,9.30000,9.30000,9.30000,9.60000,
9,CHA,0.286,7200.504,1,1,MSM_Rate_C10,3.16983,1.66750,0.00011,0.00000,0.00035,5.28568,9.30000,9.30000,9.30000,9.60000,
9,CHA,0.402,7200.620,1,1,MSM_Rate_C10,3.18217,1.66821,0.00019,0.00000,0.00061,5.28568,9.30000,9.30000,9.30000,9.60000,
9,CHA,0.775,7200.993,1,1,MSM_Rate_C10,3.19485,1.66929,0.00031,0.00000,0.00100,5.33313,9.30000,9.30000,9.30000,9.60000,
9,CHA,1.283,7201.501,1,1,MSM_Rate_C10,3.20486,1.66965,0.00059,0.00000,0.00188,5.35099,9.30000,9.30000,9.30000,9.60000,
9,CHA,3.162,7203.380,1,1,MSM_Rate_C10,3.21498,1.66965,0.00148,0.00000,0.00473,5.36789,9.30000,9.30000,9.30000,9.60000,
9,CHA,6.807,7207.025,1,1,MSM_Rate_C10,3.22499,1.67001,0.00315,0.00000,0.01012,5.38386,9.30000,9.30000,9.30000,9.60000,
9,CHA,11.322,7211.540,1,1,MSM_Rate_C10,3.23511,1.66965,0.00525,0.00000,0.01689,5.40150,9.30000,9.30000,9.30000,9.60000,
9,CHA,16.436,7216.654,1,1,MSM_Rate_C10,3.24512,1.67001,0.00765,0.00000,0.02467,5.41784,9.30000,9.30000,9.30000,9.60000,
9,CHA,22.010,7222.228,1,1,MSM_Rate_C10,3.25513,1.66965,0.01022,0.00000,0.03302,5.43492,9.30000,9.30000,9.30000,9.60000,
9,CHA,28.213,7228.431,1,1,MSM_Rate_C10,3.26525,1.66965,0.01305,0.00000,0.04227,5.45182,9.30000,9.30000,9.30000,9.60000,
9,CHA,34.662,7234.880,1,1,MSM_Rate_C10,3.27526,1.66965,0.01607,0.00000,0.05215,5.46835,9.20000,9.30000,9.30000,9.60000,
9,CHA,41.722,7241.940,1,1,MSM_Rate_C10,3.28549,1.67001,0.01939,0.00000,0.06301,5.48624,9.20000,9.30000,9.30000,9.60000,
9,CHA,49.188,7249.406,1,1,MSM_Rate_C10,3.29550,1.67001,0.02280,0.00000,0.07426,5.50351,9.20000,9.30000,9.30000,9.60000,
9,CHA,57.214,7257.432,1,1,MSM_Rate_C10,3.30551,1.66965,0.02654,0.00000,0.08659,5.51886,9.20000,9.40000,9.30000,9.60000,
9,CHA,60.033,7260.251,1,1,MSM_Rate_C10,3.30885,1.66965,0.02787,0.00000,0.09097,5.52461,9.30000,9.40000,9.30000,9.60000,
9,CHA,65.734,7265.952,1,1,MSM_Rate_C10,3.31552,1.66965,0.03047,0.00000,0.09961,5.53575,9.30000,9.40000,9.30000,9.60000,
9,CHA,74.805,7275.023,1,1,MSM_Rate_C10,3.32553,1.67001,0.03473,0.00000,0.11375,5.55329,9.30000,9.40000,9.30000,9.60000,
9,CHA,84.749,7284.967,1,1,MSM_Rate_C10,3.33565,1.66965,0.03931,0.00000,0.12899,5.56899,9.30000,9.40000,9.30000,9.60000,
9,CHA,95.393,7295.611,1,1,MSM_Rate_C10,3.34566,1.67001,0.04427,0.00000,0.14558,5.58709,9.30000,9.40000,9.30000,9.60000,
9,CHA,106.628,7306.846,1,1,MSM_Rate_C10,3.35567,1.66965,0.04947,0.00000,0.16300,5.60260,9.30000,9.40000,9.40000,9.60000,
9,CHA,118.828,7319.046,1,1,MSM_Rate_C10,3.36579,1.67001,0.05507,0.00000,0.18180,5.62090,9.30000,9.40000,9.40000,9.60000,
9,CHA,120.062,7320.280,1,1,MSM_Rate_C10,3.36680,1.67001,0.05567,0.00000,0.18383,5.62238,9.30000,9.40000,9.40000,9.60000,
9,CHA,131.937,7332.155,1,1,MSM_Rate_C10,3.37580,1.66965,0.06119,0.00000,0.20245,5.63622,9.30000,9.50000,9.40000,9.60000,
9,CHA,145.891,7346.109,1,1,MSM_Rate_C10,3.38581,1.67001,0.06768,0.00000,0.22440,5.65414,9.30000,9.50000,9.40000,9.60000,
9,CHA,160.954,7361.172,1,1,MSM_Rate_C10,3.39593,1.66965,0.07466,0.00000,0.24805,5.67086,9.30000,9.50000,9.40000,9.60000,
9,CHA,177.182,7377.400,1,1,MSM_Rate_C10,3.40594,1.66965,0.08222,0.00000,0.27375,5.68654,9.30000,9.50000,9.40000,9.60000,
9,CHA,180.072,7380.290,1,1,MSM_Rate_C10,3.40772,1.67001,0.08356,0.00000,0.27832,5.69073,9.30000,9.50000,9.40000,9.60000,
9,CHA,194.485,7394.703,1,1,MSM_Rate_C10,3.41595,1.67001,0.09024,0.00000,0.30113,5.70325,9.30000,9.60000,9.40000,9.60000,
9,CHA,213.237,7413.455,1,1,MSM_Rate_C10,3.42596,1.66965,0.09888,0.00000,0.33067,5.72015,9.30000,9.60000,9.50000,9.60000,
9,CHA,233.585,7433.803,1,1,MSM_Rate_C10,3.43597,1.67001,0.10837,0.00000,0.36326,5.73791,9.30000,9.70000,9.50000,9.60000,
9,CHA,240.029,7440.247,1,1,MSM_Rate_C10,3.43886,1.66965,0.11127,0.00000,0.37320,5.74169,9.40000,9.70000,9.50000,9.60000,
9,CHA,255.908,7456.126,1,1,MSM_Rate_C10,3.44598,1.66965,0.11863,0.00000,0.39856,5.75357,9.40000,9.70000,9.50000,9.60000,
9,CHA,280.522,7480.740,1,1,MSM_Rate_C10,3.45599,1.66965,0.13015,0.00000,0.43830,5.77010,9.40000,9.80000,9.60000,9.60000,
9,CHA,300.048,7500.266,1,1,MSM_Rate_C10,3.46311,1.67001,0.13917,0.00000,0.46951,5.78199,9.40000,9.80000,9.60000,9.60000,
9,CHA,308.472,7508.690,1,1,MSM_Rate_C10,3.46600,1.66965,0.14310,0.00000,0.48314,5.78681,9.40000,9.90000,9.60000,9.60000,
9,CHA,341.547,7541.765,1,1,MSM_Rate_C10,3.47601,1.66965,0.15840,0.00000,0.53624,5.80371,9.40000,9.90000,9.60000,9.60000,
9,CHA,359.993,7560.211,1,1,MSM_Rate_C10,3.48079,1.66965,0.16693,0.00000,0.56591,5.81170,9.40000,10.00000,9.70000,9.60000,
9,CHA,382.670,7582.888,1,1,MSM_Rate_C10,3.48602,1.66965,0.17745,0.00000,0.60256,5.82042,9.40000,10.00000,9.70000,9.60000,
9,CHA,420.048,7620.266,1,1,MSM_Rate_C10,3.49314,1.66965,0.19479,0.00000,0.66306,5.83231,9.40000,10.10000,9.80000,9.60000,
9,CHA,437.458,7637.676,1,1,MSM_Rate_C10,3.49603,1.67001,0.20292,0.00000,0.69148,5.83695,9.40000,10.20000,9.80000,9.60000,
9,CHA,480.045,7680.263,1,1,MSM_Rate_C10,3.50181,1.66965,0.22263,0.00000,0.76045,5.84679,9.50000,10.30000,9.90000,9.60000,
9,CHA,519.182,7719.400,1,1,MSM_Rate_C10,3.50604,1.66965,0.24083,0.00000,0.82420,5.85492,9.50000,10.50000,10.00000,9.50000,
9,CHA,540.005,7740.223,1,1,MSM_Rate_C10,3.50782,1.67001,0.25046,0.00000,0.85797,5.85808,9.50000,10.50000,10.00000,9.50000,
9,CHA,600.041,7800.259,1,1,MSM_Rate_C10,3.51216,1.66965,0.27835,0.00000,0.95590,5.86551,9.60000,10.70000,10.10000,9.50000,
9,CHA,659.998,7860.216,1,1,MSM_Rate_C10,3.51583,1.66965,0.30610,0.00000,1.05338,5.87019,9.60000,10.90000,10.20000,9.50000,
9,CHA,662.411,7862.629,1,1,MSM_Rate_C10,3.51605,1.66965,0.30728,0.00000,1.05755,5.87164,9.60000,10.90000,10.20000,9.50000,
9,CHA,720.000,7920.218,1,1,MSM_Rate_C10,3.51928,1.67001,0.33398,0.00000,1.15147,5.87576,9.70000,11.00000,10.30000,9.50000,
9,CHA,780.002,7980.220,1,1,MSM_Rate_C10,3.52261,1.66965,0.36180,0.00000,1.24941,5.88152,9.70000,11.10000,10.40000,9.50000,
9,CHA,836.853,8037.071,1,1,MSM_Rate_C10,3.52606,1.66965,0.38818,0.00000,1.34238,5.88709,9.70000,11.20000,10.40000,9.50000,
9,CHA,840.086,8040.304,1,1,MSM_Rate_C10,3.52617,1.66965,0.38964,0.00000,1.34753,5.88746,9.70000,11.20000,10.40000,9.50000,
9,CHA,900.029,8100.247,1,1,MSM_Rate_C10,3.52984,1.66965,0.41750,0.00000,1.44582,5.89359,9.80000,11.30000,10.50000,9.50000,
9,CHA,960.133,8160.351,1,1,MSM_Rate_C10,3.53373,1.66965,0.44535,0.00000,1.54419,5.90135,9.80000,11.40000,10.50000,9.50000,
9,CHA,995.193,8195.411,1,1,MSM_Rate_C10,3.53607,1.66965,0.46164,0.00000,1.60178,5.90380,9.80000,11.40000,10.60000,9.50000,
9,CHA,1020.031,8220.249,1,1,MSM_Rate_C10,3.53774,1.67001,0.47313,0.00000,1.64243,5.90786,9.80000,11.40000,10.60000,9.50000,
9,CHA,1080.082,8280.300,1,1,MSM_Rate_C10,3.54174,1.66965,0.50099,0.00000,1.74103,5.91473,9.80000,11.40000,10.60000,9.50000,
9,CHA,1140.084,8340.302,1,1,MSM_Rate_C10,3.54597,1.66965,0.52878,0.00000,1.83953,5.92179,9.80000,11.40000,10.60000,9.50000,
9,CHA,1140.427,8340.645,1,1,MSM_Rate_C10,3.54608,1.67001,0.52892,0.00000,1.84001,5.92197,9.80000,11.40000,10.60000,9.50000,
9,CHA,1200.062,8400.280,1,1,MSM_Rate_C10,3.55042,1.67001,0.55667,0.00000,1.93846,5.92922,9.80000,11.40000,10.60000,9.50000,
9,CHA,1260.027,8460.245,1,1,MSM_Rate_C10,3.55486,1.66965,0.58442,0.00000,2.03707,5.93537,9.80000,11.40000,10.60000,9.50000,
9,CHA,1275.914,8476.132,1,1,MSM_Rate_C10,3.55609,1.66965,0.59178,0.00000,2.06323,5.93741,9.80000,11.50000,10.60000,9.50000,
9,CHA,1320.060,8520.278,1,1,MSM_Rate_C10,3.55931,1.67001,0.61223,0.00000,2.13598,5.94407,9.80000,11.40000,10.60000,9.50000,
9,CHA,1380.069,8580.287,1,1,MSM_Rate_C10,3.56387,1.67001,0.64011,0.00000,2.23527,5.95150,9.80000,11.40000,10.60000,9.50000,
9,CHA,1408.521,8608.739,1,1,MSM_Rate_C10,3.56610,1.67001,0.65333,0.00000,2.28241,5.95394,9.90000,11.40000,10.60000,9.50000,
9,CHA,1440.112,8640.330,1,1,MSM_Rate_C10,3.56843,1.67001,0.66795,0.00000,2.33458,5.95930,9.90000,11.40000,10.60000,9.50000,
9,CHA,1500.083,8700.301,1,1,MSM_Rate_C10,3.57310,1.67001,0.69576,0.00000,2.43385,5.96711,9.80000,11.40000,10.60000,9.50000,
9,CHA,1536.728,8736.946,1,1,MSM_Rate_C10,3.57611,1.67001,0.71279,0.00000,2.49474,5.97193,9.80000,11.40000,10.60000,9.50000,
9,CHA,1560.089,8760.307,1,1,MSM_Rate_C10,3.57789,1.67001,0.72364,0.00000,2.53356,5.97509,9.80000,11.40000,10.60000,9.50000,
9,CHA,1620.065,8820.283,1,1,MSM_Rate_C10,3.58289,1.67001,0.75143,0.00000,2.63306,5.98345,9.80000,11.40000,10.60000,9.50000,
9,CHA,1657.963,8858.181,1,1,MSM_Rate_C10,3.58612,1.66965,0.76906,0.00000,2.69624,5.98865,9.80000,11.40000,10.60000,9.50000,
9,CHA,1680.044,8880.262,1,1,MSM_Rate_C10,3.58790,1.66965,0.77930,0.00000,2.73299,5.99181,9.80000,11.30000,10.60000,9.50000,
9,CHA,1740.095,8940.313,1,1,MSM_Rate_C10,3.59312,1.66965,0.80712,0.00000,2.83286,5.99925,9.90000,11.30000,10.60000,9.50000,
9,CHA,1773.820,8974.038,1,1,MSM_Rate_C10,3.59613,1.67001,0.82276,0.00000,2.88908,6.00555,9.90000,11.30000,10.60000,9.50000,
9,CHA,1800.104,9000.322,1,1,MSM_Rate_C10,3.59835,1.66965,0.83496,0.00000,2.93298,6.00798,9.80000,11.30000,10.60000,9.50000,
9,CHA,1860.087,9060.305,1,1,MSM_Rate_C10,3.60369,1.66965,0.86279,0.00000,3.03319,6.01689,9.80000,11.30000,10.60000,9.50000,
9,CHA,1886.932,9087.150,1,1,MSM_Rate_C10,3.60614,1.67001,0.87524,0.00000,3.07807,6.02208,9.80000,11.30000,10.60000,9.50000,
9,CHA,1920.006,9120.224,1,1,MSM_Rate_C10,3.60903,1.67001,0.89061,0.00000,3.13350,6.02580,9.80000,11.30000,10.60000,9.50000,
9,CHA,1980.033,9180.251,1,1,MSM_Rate_C10,3.61448,1.66965,0.91844,0.00000,3.23404,6.03472,9.80000,11.20000,10.60000,9.50000,
9,CHA,1998.387,9198.605,1,1,MSM_Rate_C10,3.61615,1.67001,0.92696,0.00000,3.26482,6.03880,9.80000,11.20000,10.60000,9.50000,
9,CHA,2040.035,9240.253,1,1,MSM_Rate_C10,3.61993,1.66965,0.94620,0.00000,3.33443,6.04400,9.80000,11.20000,10.60000,9.50000,
9,CHA,2100.006,9300.224,1,1,MSM_Rate_C10,3.62538,1.67001,0.97404,0.00000,3.43528,6.05440,9.80000,11.20000,10.60000,9.50000,
9,CHA,2108.183,9308.401,1,1,MSM_Rate_C10,3.62616,1.67001,0.97787,0.00000,3.44917,6.05421,9.80000,11.20000,10.60000,9.50000,
9,CHA,2160.137,9360.355,1,1,MSM_Rate_C10,3.63083,1.67001,1.00191,0.00000,3.53640,6.06350,9.80000,11.20000,10.60000,9.50000,
9,CHA,2218.798,9419.016,1,1,MSM_Rate_C10,3.63617,1.66965,1.02920,0.00000,3.63556,6.07223,9.80000,11.20000,10.60000,9.50000,
9,CHA,2220.012,9420.230,1,1,MSM_Rate_C10,3.63617,1.66965,1.02972,0.00000,3.63746,6.07242,9.80000,11.20000,10.60000,9.50000,
9,CHA,2280.018,9480.236,1,1,MSM_Rate_C10,3.64139,1.66965,1.05760,0.00000,3.73889,6.07984,9.80000,11.20000,10.60000,9.50000,
9,CHA,2337.412,9537.630,1,1,MSM_Rate_C10,3.64618,1.67001,1.08417,0.00000,3.83571,6.08895,9.80000,11.20000,10.60000,9.50000,
9,CHA,2340.069,9540.287,1,1,MSM_Rate_C10,3.64640,1.66965,1.08544,0.00000,3.84034,6.08801,9.80000,11.20000,10.60000,9.50000,
9,CHA,2400.046,9600.264,1,1,MSM_Rate_C10,3.65096,1.66965,1.11326,0.00000,3.94188,6.09581,9.80000,11.10000,10.50000,9.50000,
9,CHA,2460.036,9660.254,1,1,MSM_Rate_C10,3.65529,1.66965,1.14110,0.00000,4.04355,6.10305,9.80000,11.10000,10.50000,9.50000,
9,CHA,2472.517,9672.735,1,1,MSM_Rate_C10,3.65618,1.67001,1.14683,0.00000,4.06453,6.10585,9.80000,11.10000,10.50000,9.50000,
9,CHA,2520.055,9720.273,1,1,MSM_Rate_C10,3.65930,1.66965,1.16883,0.00000,4.14500,6.10974,9.80000,11.10000,10.50000,9.50000,
9,CHA,2580.022,9780.240,1,1,MSM_Rate_C10,3.66308,1.66965,1.19668,0.00000,4.24696,6.11605,9.80000,11.10000,10.50000,9.50000,
9,CHA,2630.584,9830.802,1,1,MSM_Rate_C10,3.66619,1.66965,1.22014,0.00000,4.33290,6.12125,9.80000,11.10000,10.50000,9.50000,
9,CHA,2640.013,9840.231,1,1,MSM_Rate_C10,3.66675,1.66965,1.22451,0.00000,4.34893,6.12349,9.80000,11.10000,10.50000,9.50000,
9,CHA,2700.040,9900.258,1,1,MSM_Rate_C10,3.67020,1.66965,1.25241,0.00000,4.45128,6.12794,9.80000,11.10000,10.50000,9.50000,
9,CHA,2760.060,9960.278,1,1,MSM_Rate_C10,3.67365,1.67001,1.28018,0.00000,4.55327,6.13501,9.80000,11.00000,10.50000,9.50000,
9,CHA,2804.780,10004.998,1,1,MSM_Rate_C10,3.67620,1.67001,1.30100,0.00000,4.62977,6.13778,9.80000,11.00000,10.50000,9.50000,
9,CHA,2820.005,10020.223,1,1,MSM_Rate_C10,3.67698,1.66965,1.30806,0.00000,4.65574,6.13926,9.80000,11.00000,10.50000,9.50000,
9,CHA,2880.013,10080.231,1,1,MSM_Rate_C10,3.68032,1.66965,1.33584,0.00000,4.75792,6.14483,9.80000,11.00000,10.50000,9.50000,
9,CHA,2940.007,10140.225,1,1,MSM_Rate_C10,3.68354,1.67001,1.36372,0.00000,4.86057,6.15022,9.80000,11.00000,10.50000,9.50000,
